"Date","OUT","EXPORTS","SJR","GCD","SAC","CVP","SWP","X2"
1997-12-17,23304,11642,2140,2200,27500,4168,7351,72.53
1997-12-18,21546,11406,2120,2150,25900,4039,7242,72.26
1997-12-19,13370,11481,2090,2150,24100,4026,7332,72.31
1997-12-20,13386,11216,2040,2150,23900,4030,7070,72.35
1997-12-21,12300,11183,2000,2100,22800,4038,7026,72.45
1997-12-22,11702,10028,1960,2100,21100,4012,5892,72.58
1997-12-23,9113,10588,1970,2050,19000,4114,6358,72.86
1997-12-24,7204,11275,1940,2050,17800,4089,7068,73.28
1997-12-25,6261,11422,1910,2000,17000,4033,7276,73.76
1997-12-26,5524,11434,1900,2000,16300,4046,7275,74.3
1997-12-27,5250,11348,1890,1950,15900,4002,7235,74.84
1997-12-28,4783,11392,1860,1950,15500,4039,7235,75.41
1997-12-29,4209,11496,1840,1900,15000,4132,7241,76.04
1997-12-30,3921,11508,1820,1850,14700,4151,7236,76.67
1997-12-31,3873,11511,1820,1800,14600,4151,7234,77.28
1998-01-01,3747,11450,1810,1700,14300,4082,7225,77.87
1998-01-02,5438,11458,1820,1650,14300,4091,7218,78.2
1998-01-03,6935,11395,1850,1600,15600,4039,7214,78.34
1998-01-04,14175,10971,1880,1550,18900,4084,6745,78.02
1998-01-05,21029,10461,1970,1500,25300,4109,6204,77.46
1998-01-06,24742,10244,2130,1450,28100,4051,6046,76.83
1998-01-07,20662,10956,2120,1450,26400,4087,6722,76.35
1998-01-08,17712,11306,2020,1450,23900,4092,7068,75.99
1998-01-09,16874,11583,1960,1350,24200,4184,7250,75.68
1998-01-10,18841,11484,2030,1300,24500,4105,7246,75.33
1998-01-11,20679,11477,2200,1300,25300,4037,7293,74.93
1998-01-12,39744,11565,2630,1250,34500,4085,7340,74.13
1998-01-13,59864,11664,4160,1250,53600,4062,7465,73.1
1998-01-14,75035,4104,6750,1200,58500,3897,77,71.99
1998-01-15,85988,4055,5770,1200,63700,3841,76,70.86
1998-01-16,102711,4017,7140,1150,71700,3826,74,69.67
1998-01-17,115058,3998,10600,1150,73600,3836,70,68.47
1998-01-18,125248,4002,10700,1100,77800,3824,76,67.28
1998-01-19,129177,3993,10600,1100,79400,3827,70,66.14
1998-01-20,124222,3994,11400,1100,77400,3828,75,65.09
1998-01-21,120530,3735,11400,1050,75300,3565,74,64.11
1998-01-22,114798,3713,10900,1050,73600,3532,76,63.22
1998-01-23,102570,4002,10300,1000,71800,3829,76,62.46
1998-01-24,96733,4005,9550,1000,70300,3831,76,61.77
1998-01-25,93083,3981,8820,1000,68800,3816,76,61.14
1998-01-26,88580,4004,7690,1000,67800,3831,77,60.58
1998-01-27,88036,4007,6990,950,67600,3841,78,60.06
1998-01-28,88229,5783,6790,950,67700,4199,1493,59.56
1998-01-29,98108,5674,6760,950,69500,4080,1494,59.02
1998-01-30,107612,6257,7170,950,71200,4142,2000,58.45
1998-01-31,108856,5970,8870,900,70700,3870,1993,57.91
1998-02-01,109147,5806,10000,900,70000,3724,1994,57.39
1998-02-02,118817,6251,11100,900,71900,3609,2548,56.85
1998-02-03,190682,3772,13300,900,84300,2092,1580,56.03
1998-02-04,240909,2928,17200,900,94100,2361,437,55.11
1998-02-05,259547,2959,19900,900,90300,2805,0,54.18
1998-02-06,283342,2927,21100,900,86100,2812,0,53.26
1998-02-07,297268,2808,22700,900,84300,2705,0,52.35
1998-02-08,311298,2692,26300,900,86800,2585,0,51.46
1998-02-09,304498,3422,30100,900,84000,3302,0,50.64
1998-02-10,291973,3742,32400,850,81400,3610,0,49.88
1998-02-11,271149,3676,33500,850,79600,3561,0,49.22
1998-02-12,250226,3766,34300,850,78100,3627,0,48.65
1998-02-13,235790,3755,35000,850,78000,3626,0,48.14
1998-02-14,233887,3757,34500,850,80300,3632,0,47.67
1998-02-15,243027,3755,34000,850,86700,3619,0,47.2
1998-02-16,233961,3729,33500,850,86100,3616,0,46.78
1998-02-17,226385,3553,32800,850,84700,3439,0,46.41
1998-02-18,207827,3628,32200,850,83000,3509,0,46.11
1998-02-19,197410,3880,32300,850,80900,3774,0,45.86
1998-02-20,206777,4000,32300,850,81000,3880,0,45.59
1998-02-21,198035,3834,31800,900,79100,3730,0,45.37
1998-02-22,223864,3176,31600,900,80700,3052,0,45.08
1998-02-23,222335,3641,31200,900,81100,3518,0,44.8
1998-02-24,214861,2617,30800,900,80000,2487,0,44.57
1998-02-25,200528,1292,30500,900,78300,1158,0,44.4
1998-02-26,186143,900,31000,900,77200,771,0,44.28
1998-02-27,172795,1017,30900,900,75900,768,0,44.21
1998-02-28,159232,1705,31100,900,74400,1382,0,44.21
1998-03-01,148497,1996,30600,950,73000,1688,0,44.25
1998-03-02,138483,1417,29200,1000,71400,1270,0,44.33
1998-03-03,132570,946,27700,1000,70400,764,0,44.43
1998-03-04,126863,1648,26300,1000,69700,1407,0,44.56
1998-03-05,121828,2099,24800,1050,68900,1789,0,44.71
1998-03-06,119025,2122,23500,1050,69000,1792,0,44.86
1998-03-07,114595,2039,22600,1050,68100,1786,0,45.03
1998-03-08,108952,2032,21300,1100,66900,1780,0,45.22
1998-03-09,104046,1896,20400,1100,65700,1749,0,45.43
1998-03-10,97454,1975,20000,1100,64500,1708,0,45.68
1998-03-11,92048,2072,19500,1150,62600,1735,0,45.94
1998-03-12,86990,2163,19000,1150,59800,1827,0,46.23
1998-03-13,83077,2212,18600,1200,56900,1909,0,46.53
1998-03-14,79506,2207,18100,1250,54100,1901,0,46.85
1998-03-15,76659,2199,17500,1250,52200,1895,0,47.17
1998-03-16,74730,2198,16900,1300,51200,1892,0,47.49
1998-03-17,72549,2178,16300,1350,49900,1898,0,47.81
1998-03-18,69154,2173,15500,1350,47600,1892,0,48.14
1998-03-19,67732,2128,14400,1400,47700,1890,0,48.47
1998-03-20,69871,2104,14000,1400,50500,1889,0,48.76
1998-03-21,71646,2115,14600,1450,51800,1894,0,49.02
1998-03-22,74357,2035,14700,1500,54300,1893,0,49.24
1998-03-23,82639,2002,14400,1500,58400,1906,0,49.38
1998-03-24,96670,3074,14100,1550,64700,2977,0,49.41
1998-03-25,121649,3634,14000,1550,72200,3532,0,49.29
1998-03-26,134174,3647,15000,1600,76400,3546,0,49.12
1998-03-27,141730,3086,16100,1600,77700,2984,0,48.91
1998-03-28,140511,2780,17100,1650,77900,2690,0,48.73
1998-03-29,136511,2772,19200,1650,76700,2676,0,48.57
1998-03-30,130552,2781,21800,1650,75100,2692,0,48.45
1998-03-31,127048,2773,22700,1700,73400,2675,0,48.36
1998-04-01,121676,1915,22500,1750,72300,1748,0,48.3
1998-04-02,113574,3709,21900,1750,70900,3493,0,48.28
1998-04-03,115550,3091,21400,1750,70600,2871,0,48.26
1998-04-04,117367,1274,21200,1800,70800,1074,0,48.23
1998-04-05,113195,944,21300,1800,70100,763,0,48.22
1998-04-06,110490,972,21200,1800,69400,764,0,48.23
1998-04-07,107256,1581,21100,1800,69000,1369,0,48.26
1998-04-08,102367,1950,21500,1850,68800,1713,0,48.31
1998-04-09,101096,1264,22200,1850,68600,1004,0,48.37
1998-04-10,98882,957,22700,1850,67900,738,0,48.44
1998-04-11,96930,1033,22800,1850,66900,766,0,48.52
1998-04-12,95074,982,22900,1850,65100,762,0,48.61
1998-04-13,96384,1028,23600,1900,63200,761,0,48.69
1998-04-14,95778,1056,24400,1900,61600,758,0,48.76
1998-04-15,94981,1061,24900,1900,59500,761,0,48.84
1998-04-16,90321,928,24900,1900,56700,609,0,48.94
1998-04-17,85896,1302,25000,1900,53900,1001,0,49.08
1998-04-18,79736,1157,24800,1900,50600,847,0,49.25
1998-04-19,75760,1152,24300,1900,47400,847,0,49.44
1998-04-20,72562,1831,23800,1900,45800,1525,0,49.66
1998-04-21,70152,2187,23000,1900,45000,1919,0,49.88
1998-04-22,67905,2156,21500,1873,44100,1919,0,50.11
1998-04-23,66402,2233,20400,1887,43900,1921,0,50.34
1998-04-24,67130,2240,20100,1940,44900,1942,0,50.56
1998-04-25,68426,2199,19700,1930,46700,1909,0,50.75
1998-04-26,68368,2712,19600,1930,47700,1916,504,50.93
1998-04-27,67499,2240,19300,1940,47500,1924,16,51.1
1998-04-28,67340,2232,19000,1990,48000,1919,0,51.27
1998-04-29,66459,2249,18700,1974,47400,1924,0,51.44
1998-04-30,65281,2261,18400,1980,46200,1924,0,51.61
1998-05-01,63554,2277,18100,1967,45700,1927,0,51.79
1998-05-02,65963,2771,17900,1967,46400,1925,500,51.94
1998-05-03,68144,2258,17700,2018,47300,1926,0,52.05
1998-05-04,69998,2235,17200,2067,48600,1921,0,52.15
1998-05-05,71920,2186,16600,2083,49300,1923,0,52.22
1998-05-06,72961,2161,16300,2100,49500,1922,0,52.27
1998-05-07,70511,2589,16300,2150,49700,1920,456,52.35
1998-05-08,69471,2362,16400,2150,48800,1919,205,52.43
1998-05-09,67224,2211,16500,2200,46800,1919,0,52.53
1998-05-10,63802,2214,16600,2200,44900,1915,0,52.65
1998-05-11,61484,2710,16500,2250,44400,1925,492,52.8
1998-05-12,63533,2701,16600,2300,44500,1919,497,52.91
1998-05-13,66911,2700,17500,2300,46000,1920,476,52.99
1998-05-14,69912,2653,17800,2350,49100,1874,455,53.03
1998-05-15,71812,2636,17800,2350,50100,1838,496,53.05
1998-05-16,70556,3426,18000,2400,49900,2591,546,53.08
1998-05-17,67836,3706,18200,2450,49800,2885,547,53.14
1998-05-18,67929,3746,18400,2450,51000,2880,541,53.19
1998-05-19,67930,3829,19000,2473,51800,2883,594,53.24
1998-05-20,66869,3994,19400,2522,50600,2850,800,53.3
1998-05-21,64366,4092,19600,2526,48100,2854,891,53.37
1998-05-22,60294,5699,19600,2556,45700,2857,2494,53.49
1998-05-23,57922,5697,19500,2612,43500,2850,2499,53.63
1998-05-24,55917,6215,19400,2700,42200,3388,2492,53.78
1998-05-25,55405,6474,19100,2750,42100,3649,2494,53.93
1998-05-26,56499,5965,18600,2723,43000,3117,2492,54.05
1998-05-27,59424,5162,18300,2773,45500,2302,2495,54.14
1998-05-28,67559,5111,18100,2799,49100,2062,2690,54.14
1998-05-29,75553,3474,18500,2871,52200,2040,1096,54.07
1998-05-30,81558,3447,18500,2920,57000,2009,1098,53.95
1998-05-31,88533,3170,18400,3000,63200,2011,835,53.79
1998-06-01,99772,3119,18400,3009,69000,2010,799,53.56
1998-06-02,105153,2883,18300,3085,70500,2007,618,53.3
1998-06-03,100078,3169,18000,3083,69000,2004,880,53.1
1998-06-04,92678,3432,17600,3147,67100,2007,1173,52.95
1998-06-05,85883,3597,17300,3168,65500,2010,1319,52.86
1998-06-06,82231,4544,16800,3250,64600,2012,2198,52.81
1998-06-07,82171,3666,16600,3300,64100,2011,1293,52.75
1998-06-08,79624,4390,16500,3317,63500,2643,1395,52.72
1998-06-09,77166,4645,16100,3358,62600,2891,1396,52.72
1998-06-10,74669,4246,15900,3437,60400,2899,1098,52.73
1998-06-11,72216,4223,16000,3494,58400,2896,1070,52.77
1998-06-12,70469,4432,16300,3506,56600,2891,1197,52.81
1998-06-13,70947,4368,16500,3574,56300,2892,1096,52.86
1998-06-14,71294,4352,16500,3624,56700,2882,1092,52.89
1998-06-15,72773,4378,16600,3664,58200,2822,1166,52.91
1998-06-16,75013,4010,16700,3717,60300,2798,853,52.91
1998-06-17,75343,4143,17400,3758,60600,2791,951,52.91
1998-06-18,73831,4674,18000,3736,59200,2797,1468,52.92
1998-06-19,70288,5507,18500,3864,56300,2797,2295,52.96
1998-06-20,65117,5591,18700,3924,52400,2793,2396,53.05
1998-06-21,61568,6598,18800,3974,49800,2795,3402,53.17
1998-06-22,61166,6199,18900,3928,48800,2791,2994,53.29
1998-06-23,60060,6805,19200,4066,47700,2796,3593,53.42
1998-06-24,59666,6392,19500,3927,46300,2777,3195,53.54
1998-06-25,57027,7392,19500,4092,44800,2871,4091,53.68
1998-06-26,52487,9518,19500,4009,42200,3727,5394,53.87
1998-06-27,51098,9208,19100,4056,40700,4269,4500,54.06
1998-06-28,50675,8904,18800,4192,40300,4278,4300,54.25
1998-06-29,49848,8898,18600,4300,39800,4305,4352,54.44
1998-06-30,48984,8766,18200,4068,39000,4403,4111,54.64
1998-07-01,47830,7922,17900,4232,37500,3910,3767,54.83
1998-07-02,44807,8425,16800,4207,36100,3753,4397,55.06
1998-07-03,42533,8050,15700,4229,34600,3794,3997,55.31
1998-07-04,41279,7437,15000,4350,33600,3675,3498,55.56
1998-07-05,39871,7312,14500,4329,32600,3681,3300,55.83
1998-07-06,39171,7637,14600,4329,32100,3682,3500,56.09
1998-07-07,40209,6188,14900,4326,31400,3682,2034,56.31
1998-07-08,40628,4292,14900,4300,29900,3679,148,56.52
1998-07-09,39673,4993,15300,4252,29200,3529,995,56.74
1998-07-10,36460,7841,15500,4227,28700,3993,3397,56.99
1998-07-11,36164,8138,16500,4227,28000,4312,3390,57.24
1998-07-12,36189,7779,17500,4350,26900,4313,2995,57.47
1998-07-13,38749,4775,17900,4270,26000,4295,0,57.65
1998-07-14,37152,5577,17500,4271,25700,4295,796,57.84
1998-07-15,30761,9773,16100,4276,25200,4295,4999,58.15
1998-07-16,28935,9772,15200,4307,24500,4261,4993,58.48
1998-07-17,27922,9903,14700,4284,24100,4254,5123,58.81
1998-07-18,27264,8553,13400,4294,23400,3666,4367,59.14
1998-07-19,25978,8628,12400,4299,23200,3421,4677,59.48
1998-07-20,25320,8410,11700,4258,23000,3415,4490,59.82
1998-07-21,24260,9256,11400,4242,23100,3939,4800,60.17
1998-07-22,24287,8400,10800,4243,22900,4328,3592,60.5
1998-07-23,23712,8456,10500,4249,22700,4339,3596,60.83
1998-07-24,23010,8807,10200,4253,22700,4326,3980,61.16
1998-07-25,22923,8828,9860,4246,23000,4327,4000,61.47
1998-07-26,19886,11269,9060,4199,23200,4268,6499,61.86
1998-07-27,21650,8850,8450,4160,23100,4379,3993,62.17
1998-07-28,21496,8977,8170,4120,23300,4486,3999,62.47
1998-07-29,21731,8813,8030,4120,23500,4502,3820,62.74
1998-07-30,21375,8816,7460,4102,23700,4524,3801,63.01
1998-07-31,20941,8853,7050,4062,23800,4522,3883,63.28
1998-08-01,20206,8890,6750,4074,23700,4473,3953,63.56
1998-08-02,17708,11253,6570,4074,23800,4221,6558,63.91
1998-08-03,20097,8865,6410,4107,24000,4388,3997,64.15
1998-08-04,20093,9251,6310,4039,24400,4635,4196,64.38
1998-08-05,20139,9132,6290,4009,24300,4550,4179,64.6
1998-08-06,21558,7725,6190,3988,24400,4174,3174,64.77
1998-08-07,19729,9489,5910,3935,24600,4937,4094,64.98
1998-08-08,19401,9398,5840,3949,24300,4497,4423,65.19
1998-08-09,18157,11034,5830,3899,24700,4493,6087,65.43
1998-08-10,20674,8923,5760,3855,25100,4464,3991,65.57
1998-08-11,20278,9462,5560,3814,25400,4498,4494,65.72
1998-08-12,20496,8661,5390,3833,25000,4513,3589,65.86
1998-08-13,19926,9225,5230,3774,25100,4545,4116,66
1998-08-14,20292,9350,5280,3720,25500,4520,4298,66.13
1998-08-15,20465,9251,5530,3749,25400,4524,4200,66.24
1998-08-16,17381,11564,5230,3699,24900,4521,6500,66.45
1998-08-17,19183,9243,5090,3733,24500,4508,4189,66.59
1998-08-18,19209,9241,5010,3642,24500,4463,4250,66.71
1998-08-19,19700,8976,4790,3578,24900,4500,3947,66.82
1998-08-20,20772,8370,4840,3564,25300,3873,3981,66.88
1998-08-21,21611,8137,4970,3559,25800,3603,4011,66.92
1998-08-22,21608,8168,5010,3499,25800,3607,4056,66.95
1998-08-23,19753,10045,5060,3499,25800,3610,5919,67.04
1998-08-24,21093,9075,5130,3437,26000,4232,4293,67.09
1998-08-25,20871,9195,5090,3387,26100,4505,4196,67.13
1998-08-26,20837,8934,4890,3334,26200,4456,3963,67.18
1998-08-27,20890,8635,4810,3324,26300,4426,3702,67.22
1998-08-28,20860,8774,4910,3274,26400,4426,3831,67.26
1998-08-29,20136,9183,4990,3249,26200,4440,4224,67.32
1998-08-30,17660,11355,5010,3199,26000,4431,6393,67.46
1998-08-31,19535,9544,5020,3162,26100,4459,4564,67.53
1998-09-01,20204,8667,4840,3105,26100,4458,3715,67.58
1998-09-02,21846,7226,4740,3105,26500,4496,2176,67.57
1998-09-03,20569,8908,4740,3078,26900,4500,3860,67.6
1998-09-04,20767,9296,4740,2997,27400,4474,4273,67.62
1998-09-05,22203,9085,5000,2949,28300,4473,4079,67.6
1998-09-06,21993,9992,5400,2899,28500,4443,5026,67.58
1998-09-07,22530,9755,5640,2950,28600,4408,4808,67.55
1998-09-08,23556,8746,5770,2832,28400,4422,3787,67.5
1998-09-09,23489,8409,5750,2812,27800,4475,3472,67.44
1998-09-10,23197,8088,5730,2757,27200,4453,3142,67.4
1998-09-11,23656,8656,5310,2691,28600,4421,3744,67.35
1998-09-12,21692,9812,5210,2642,27900,4459,4843,67.36
1998-09-13,19102,11365,5680,2624,26400,4454,6399,67.45
1998-09-14,20016,9165,6450,2650,24600,4457,4214,67.5
1998-09-15,20918,7992,7120,2581,23600,4150,3352,67.53
1998-09-16,18912,9554,7110,2546,23100,4635,4413,67.61
1998-09-17,19588,8110,6220,2538,23200,4226,3413,67.67
1998-09-18,20177,8243,5830,2449,24200,4270,3488,67.71
1998-09-19,18551,9686,5690,2399,24100,4259,4979,67.8
1998-09-20,18460,9836,5810,2429,24100,4234,5172,67.88
1998-09-21,19156,9018,5920,2360,23800,4261,4320,67.94
1998-09-22,18398,8964,5860,2307,23000,4266,4339,68.02
1998-09-23,19191,8947,5860,2320,23800,4267,4446,68.07
1998-09-24,19338,8770,5860,2254,23700,4283,4248,68.12
1998-09-25,18146,9916,5860,2185,23600,4270,5411,68.2
1998-09-26,17081,10587,5880,2250,23300,4285,6065,68.31
1998-09-27,18015,9855,6020,2139,23300,4276,5365,68.39
1998-09-28,17586,10285,6170,2179,23200,4278,5795,68.47
1998-09-29,18023,9647,6150,2123,23000,4176,5272,68.54
1998-09-30,17142,11049,6390,2125,23300,4177,6679,68.63
1998-10-01,18817,9407,6710,2111,22900,4269,4971,68.66
1998-10-02,18388,9374,6850,2070,22200,4246,4943,68.7
1998-10-03,17415,9671,6790,2000,21500,4222,5103,68.78
1998-10-04,14695,10851,6530,2010,20300,4197,6300,68.96
1998-10-05,15512,9712,6460,1979,20000,4207,5151,69.09
1998-10-06,14491,9688,6410,1974,19000,4208,5108,69.27
1998-10-07,13707,9648,6360,1936,18200,4225,5029,69.46
1998-10-08,13737,9465,6460,1939,18000,4202,4886,69.65
1998-10-09,12820,9549,6870,1943,16800,4209,4943,69.87
1998-10-10,12935,9022,6950,1900,16300,4198,4430,70.07
1998-10-11,11749,9750,6970,1887,15800,4186,5186,70.33
1998-10-12,12430,9073,7230,1887,15500,4089,4631,70.53
1998-10-13,11948,9226,7330,1885,15100,4153,4727,70.75
1998-10-14,11083,9308,7100,1815,14400,4219,4740,71
1998-10-15,10439,9594,6990,1827,14100,4237,4962,71.28
1998-10-16,10584,9121,6880,1836,13900,4158,4564,71.54
1998-10-17,9593,9604,6670,1840,13500,4101,5096,71.84
1998-10-18,8104,10622,6300,1800,13300,4094,6116,72.24
1998-10-19,8496,9615,5830,1784,13100,4112,5091,72.58
1998-10-20,8059,9595,5400,1769,13100,4121,5072,72.94
1998-10-21,7596,9481,5080,1774,12900,4115,4959,73.32
1998-10-22,6899,9578,4800,1775,12700,4120,5056,73.74
1998-10-23,7320,9199,4740,1745,12700,4131,4673,74.1
1998-10-24,13122,8801,4870,1745,13000,3969,4442,74.06
1998-10-25,12946,10241,5430,1745,13400,4153,5727,74.03
1998-10-26,14799,8678,5480,1750,13700,3972,4335,73.92
1998-10-27,15183,8552,5320,1750,14200,4050,4264,73.79
1998-10-28,16725,8213,5480,1740,15400,4165,3709,73.62
1998-10-29,10813,8491,5660,1687,14400,4217,3890,73.73
1998-10-30,10595,8540,5550,1689,14700,4243,3911,73.85
1998-10-31,10219,8161,5250,1690,14400,4234,3549,73.98
1998-11-01,6886,10207,4540,1690,13900,4224,5645,74.37
1998-11-02,8710,9037,4310,1700,14300,4215,4482,74.58
1998-11-03,9336,7986,4310,1700,14100,4227,3429,74.73
1998-11-04,9355,7058,4300,1700,13200,4218,2484,74.88
1998-11-05,8534,7678,4160,1700,13200,4318,2996,75.07
1998-11-06,8513,7477,4000,1700,13200,4144,3019,75.26
1998-11-07,9881,8108,3920,1700,13200,4142,3611,75.34
1998-11-08,10878,8992,3740,1650,14500,4141,4512,75.36
1998-11-09,13126,7028,3470,1700,15100,4117,2574,75.25
1998-11-10,14409,6546,3330,1650,15800,4234,1975,75.08
1998-11-11,14561,7130,3270,1650,16600,4216,2569,74.92
1998-11-12,13306,6429,3180,1650,16800,4128,2007,74.83
1998-11-13,12475,6762,3070,1650,17100,4122,2317,74.78
1998-11-14,13348,5897,2990,1650,17200,3643,1912,74.7
1998-11-15,14363,4715,2930,1700,17400,2795,1571,74.57
1998-11-16,16561,3115,2880,1700,18000,1940,874,74.35
1998-11-17,18324,2140,2840,1700,18600,1049,767,74.08
1998-11-18,19455,1599,2840,1700,19200,227,1028,73.79
1998-11-19,19775,1905,2840,1700,19800,0,1587,73.5
1998-11-20,22258,1951,2850,1750,22400,0,1610,73.16
1998-11-21,23580,1723,2840,1750,23500,0,1378,72.79
1998-11-22,24208,2085,2890,1750,24200,0,1735,72.43
1998-11-23,29911,1238,2910,1750,24400,0,890,71.95
1998-11-24,35092,226,2900,1750,28500,0,0,71.39
1998-11-25,39696,136,2900,1800,31900,0,0,70.79
1998-11-26,40742,1633,2870,1800,34600,0,1496,70.2
1998-11-27,42887,1683,2870,1850,33900,0,1545,69.61
1998-11-28,37255,2718,2920,1900,33400,0,2586,69.14
1998-11-29,37995,2989,2910,1900,34800,0,2848,68.69
1998-11-30,41673,2424,2910,1950,34800,0,2288,68.2
1998-12-01,47052,1447,3030,2000,37200,0,1316,67.66
1998-12-02,49892,1863,3150,2000,43300,0,1736,67.12
1998-12-03,56718,2013,3100,2000,49400,0,1880,66.52
1998-12-04,61450,2121,3240,2050,54700,0,1991,65.9
1998-12-05,62934,2128,3700,2100,58300,0,1999,65.3
1998-12-06,65515,2125,4100,2100,60700,0,1998,64.7
1998-12-07,66751,2127,4300,2150,61900,0,1993,64.13
1998-12-08,66396,2139,4520,2150,62300,0,2001,63.59
1998-12-09,66009,2131,4520,2150,61900,0,1992,63.09
1998-12-10,63716,2054,4620,2200,60700,0,1908,62.64
1998-12-11,61586,2038,4940,2200,59400,0,1787,62.23
1998-12-12,59872,2241,5230,2200,57600,0,1908,61.86
1998-12-13,58445,2256,5260,2200,55700,0,1952,61.53
1998-12-14,56801,2333,5160,2200,54200,0,1986,61.24
1998-12-15,55659,2341,5100,2200,53100,0,1993,60.97
1998-12-16,54420,2391,5120,2200,51900,0,2046,60.74
1998-12-17,50338,3972,5230,2200,49300,0,3619,60.57
1998-12-18,44806,5021,5160,2150,45300,0,4674,60.48
1998-12-19,43216,3149,4900,2150,42100,0,2814,60.42
1998-12-20,42325,1638,4620,2150,40000,0,1301,60.38
1998-12-21,40375,2046,4640,2100,38400,440,1309,60.37
1998-12-22,39738,985,5100,2100,36300,292,463,60.37
1998-12-23,35124,3350,5050,2050,34000,0,3180,60.45
1998-12-24,32366,3360,4840,2050,31500,0,3167,60.58
1998-12-25,29982,2520,4050,2000,29000,0,2216,60.75
1998-12-26,29002,1121,3780,2000,26900,0,822,60.93
1998-12-27,25743,3018,3680,1950,25600,0,2715,61.18
1998-12-28,25808,2143,3580,1950,24900,0,1832,61.42
1998-12-29,24946,2304,3550,1900,24200,0,1989,61.66
1998-12-30,24150,2315,3520,1850,23400,303,1698,61.91
1998-12-31,23345,2116,3470,1800,22400,0,1961,62.17
1999-01-01,22558,2209,3480,1700,21600,0,1992,62.44
1999-01-02,21934,2230,3440,1650,21000,0,2011,62.71
1999-01-03,21836,2212,3390,1600,20900,0,1995,62.97
1999-01-04,22402,1369,3370,1550,20600,0,1153,63.19
1999-01-05,22540,1152,3340,1500,20500,0,935,63.41
1999-01-06,21429,1946,3280,1450,20200,1470,271,63.64
1999-01-07,20675,2299,3130,1450,20100,2048,115,63.88
1999-01-08,19731,2353,2930,1450,19700,2019,193,64.14
1999-01-09,19326,2152,2760,1350,19200,1977,30,64.4
1999-01-10,18345,2318,2730,1300,18400,1977,204,64.68
1999-01-11,17935,2331,2750,1300,18000,1984,208,64.96
1999-01-12,17898,2309,2750,1250,17900,1963,203,65.22
1999-01-13,16155,4042,2730,1250,17900,3717,181,65.53
1999-01-14,13189,7158,2730,1200,17800,4435,2579,65.96
1999-01-15,15814,7101,2740,1200,17400,4136,2824,66.25
1999-01-16,16564,6747,2790,1150,17600,4101,2497,66.49
1999-01-17,17633,6701,3030,1150,18300,4073,2496,66.68
1999-01-18,24259,6714,3150,1100,20100,4080,2498,66.65
1999-01-19,33642,6838,3370,1100,23600,4096,2498,66.42
1999-01-20,45891,7230,3610,1100,36400,3928,3003,65.99
1999-01-21,67886,6776,4380,1050,56800,3968,2505,65.34
1999-01-22,73077,6823,4950,1050,61700,4022,2497,64.67
