"","Source","Station","Latitude","Longitude","Date","Datetime","Depth","Tide","Microcystis","Secchi","Secchi_estimated","Temperature","Temperature_bottom","Conductivity","MonthYear","Year","StationID","Month","Season","Salinity","Salinity_bottom","uniqueval"
"1","FMWT","405",38.03353,-122.15815,2016-09-08,2016-09-08 08:05:00,9.144,"Flood",1,77,FALSE,19.4,19.3,28292,2016-09-01,2016,"FMWT 405",9,"Fall",17.4135395908329,NA,"405 2016-09-08"
"2","FMWT","411",38.06117,-122.06828,2016-09-08,2016-09-08 10:51:00,14.0208,"Ebb",1,70,FALSE,20.1,19.9,22658,2016-09-01,2016,"FMWT 411",9,"Fall",13.6541683854717,NA,"411 2016-09-08"
"3","FMWT","501",38.06167,-122.01955,2016-09-08,2016-09-08 12:23:00,12.8016,"Ebb",1,63,FALSE,20.1,19.9,17994,2016-09-01,2016,"FMWT 501",9,"Fall",10.6217964107952,NA,"501 2016-09-08"
"4","FMWT","504",38.05945,-121.9767,2016-09-08,2016-09-08 13:48:00,11.2776,"Ebb",1,60,FALSE,20.4,20.2,13822,2016-09-01,2016,"FMWT 504",9,"Fall",7.97936926060243,NA,"504 2016-09-08"
"5","FMWT","804",38.02308,-121.79868,2016-09-12,2016-09-12 15:46:00,12.8016,"Flood",1,47,FALSE,20.4,19.8,3512,2016-09-01,2016,"FMWT 804",9,"Fall",1.84152758914403,NA,"804 2016-09-12"
"6","FMWT","802",38.03528,-121.83875,2016-09-12,2016-09-12 14:40:00,7.62,"Flood",1,47,FALSE,19.8,20.1,6261,2016-09-01,2016,"FMWT 802",9,"Fall",3.40635582134225,NA,"802 2016-09-12"
"7","FMWT","602",38.11783,-122.04183,2016-09-12,2016-09-12 12:48:00,2.1336,"Flood",1,32,FALSE,18.8,18.7,19430,2016-09-01,2016,"FMWT 602",9,"Fall",11.5471565452141,NA,"602 2016-09-12"
"8","FMWT","606",38.1698,-122.02177,2016-09-12,2016-09-12 10:53:00,8.2296,"Flood",1,32,FALSE,19.5,19.1,15698,2016-09-01,2016,"FMWT 606",9,"Fall",9.15870576423192,NA,"606 2016-09-12"
"9","FMWT","418",38.09383,-122.06973,2016-09-12,2016-09-12 09:40:00,10.3632,"Flood",1,36,FALSE,18.5,18.1,18967,2016-09-01,2016,"FMWT 418",9,"Fall",11.2479649914254,NA,"418 2016-09-12"
"10","FMWT","416",38.0702,-122.09415,2016-09-12,2016-09-12 08:36:00,9.7536,"Flood",1,40,FALSE,18.3,18.4,20174,2016-09-01,2016,"FMWT 416",9,"Fall",12.0295561855922,NA,"416 2016-09-12"
"11","FMWT","608",38.0887,-121.88332,2016-09-13,2016-09-13 14:09:00,8.5344,"Flood",1,30,FALSE,19.4,19.4,7255,2016-09-01,2016,"FMWT 608",9,"Fall",3.98774094362134,NA,"608 2016-09-13"
"12","FMWT","513",38.0592,-121.86842,2016-09-13,2016-09-13 13:11:00,16.764,"Flood",1,47,FALSE,19.9,19.2,4611,2016-09-01,2016,"FMWT 513",9,"Fall",2.45867158486661,NA,"513 2016-09-13"
"13","FMWT","508",38.04813,-121.91492,2016-09-13,2016-09-13 10:49:00,10.668,"Flood",1,37,FALSE,19.6,19,4627,2016-09-01,2016,"FMWT 508",9,"Fall",2.4677450037711,NA,"508 2016-09-13"
"14","FMWT","519",38.07378,-121.94725,2016-09-13,2016-09-13 09:46:00,2.1336,"Flood",1,38,FALSE,18.8,17.8,9660,2016-09-01,2016,"FMWT 519",9,"Fall",5.42182412124486,NA,"519 2016-09-13"
"15","FMWT","906",38.05412,-121.51653,2016-09-19,2016-09-19 14:51:00,12.4968,"Flood",5,175,FALSE,22.5,22.3,299,2016-09-01,2016,"FMWT 906",9,"Fall",0.141907452016423,NA,"906 2016-09-19"
"16","FMWT","910",38.00228,-121.45037,2016-09-19,2016-09-19 13:46:00,11.5824,"Ebb",5,145,FALSE,23.8,23.2,283,2016-09-01,2016,"FMWT 910",9,"Fall",0.134154139445465,NA,"910 2016-09-19"
"17","FMWT","912",37.96883,-121.37172,2016-09-19,2016-09-19 12:35:00,11.2776,"Ebb",5,134,FALSE,24.9,24,484,2016-09-01,2016,"FMWT 912",9,"Fall",0.232480892161053,NA,"912 2016-09-19"
"18","FMWT","809",38.0512,-121.69305,2016-09-19,2016-09-19 08:52:00,13.1064,"Ebb",1,65,FALSE,20.8,20.7,1589,2016-09-01,2016,"FMWT 809",9,"Fall",0.798636237802346,NA,"809 2016-09-19"
"19","FMWT","723",38.23615,-121.67348,2016-09-15,2016-09-15 08:43:00,11.2776,"Ebb",1,116,FALSE,19.3,19.3,179,2016-09-01,2016,"FMWT 723",9,"Fall",0.0840544648519182,NA,"723 2016-09-15"
"20","FMWT","796",38.47387,-121.5844,2016-09-15,2016-09-15 11:30:00,9.7536,"Low Slack",1,51,FALSE,22,21.3,803,2016-09-01,2016,"FMWT 796",9,"Fall",0.392125597172183,NA,"796 2016-09-15"
"21","FMWT","795",38.5377,-121.58468,2016-09-15,2016-09-15 12:01:00,10.668,"Flood",1,140,FALSE,23.5,22.1,883,2016-09-01,2016,"FMWT 795",9,"Fall",0.432732757081816,NA,"795 2016-09-15"
"22","FMWT","797",38.40462,-121.6156,2016-09-15,2016-09-15 10:28:00,10.3632,"Low Slack",1,35,FALSE,21.1,20.2,601,2016-09-01,2016,"FMWT 797",9,"Fall",0.290573423256234,NA,"797 2016-09-15"
"23","FMWT","719",38.33428,-121.64733,2016-09-15,2016-09-15 09:53:00,10.3632,"Low Slack",1,52,FALSE,20.3,20,368,2016-09-01,2016,"FMWT 719",9,"Fall",0.175492360745603,NA,"719 2016-09-15"
"24","FMWT","721",38.26815,-121.70277,2016-09-14,2016-09-14 09:02:00,3.048,"Ebb",2,124,FALSE,18.5,18.4,179,2016-09-01,2016,"FMWT 721",9,"Fall",0.0840544648519182,NA,"721 2016-09-14"
"25","FMWT","716",38.23787,-121.68438,2016-09-14,2016-09-14 09:46:00,13.4112,"Ebb",2,139,FALSE,18.8,18.5,180,2016-09-01,2016,"FMWT 716",9,"Fall",0.0845340757562894,NA,"716 2016-09-14"
"26","FMWT","711",38.17595,-121.67028,2016-09-14,2016-09-14 11:12:00,11.5824,"Flood",2,163,FALSE,19.5,19.5,171,2016-09-01,2016,"FMWT 711",9,"Fall",0.0802186535554827,NA,"711 2016-09-14"
"27","FMWT","707",38.11397,-121.70797,2016-09-14,2016-09-14 13:03:00,10.0584,"Flood",2,121,FALSE,19.9,19.9,173,2016-09-01,2016,"FMWT 707",9,"Fall",0.0811774336133525,NA,"707 2016-09-14"
"28","FMWT","704",38.07087,-121.77892,2016-09-14,2016-09-14 14:53:00,10.0584,"Flood",1,29,FALSE,20.1,19.7,1533,2016-09-01,2016,"FMWT 704",9,"Fall",0.76918596374201,NA,"704 2016-09-14"
"29","FMWT","706",38.0903,-121.74,2016-09-14,2016-09-14 13:58:00,10.0584,"Flood",1,61,FALSE,20.4,20.2,224,2016-09-01,2016,"FMWT 706",9,"Fall",0.10567315443755,NA,"706 2016-09-14"
"30","FMWT","919",38.10572,-121.49525,2016-09-20,2016-09-20 07:45:00,7.3152,"Flood",5,256,FALSE,21,21,175,2016-09-01,2016,"FMWT 919",9,"Fall",0.082136326297176,NA,"919 2016-09-20"
"31","FMWT","812",38.08792,-121.64883,2016-09-20,2016-09-20 13:44:00,13.4112,"Ebb",2,86,FALSE,21.5,21.7,668,2016-09-01,2016,"FMWT 812",9,"Fall",0.324090655654534,NA,"812 2016-09-20"
"32","FMWT","815",38.0913,-121.57587,2016-09-20,2016-09-20 12:24:00,13.4112,"Ebb",5,113,FALSE,21.8,21.5,404,2016-09-01,2016,"FMWT 815",9,"Fall",0.193109547944688,NA,"815 2016-09-20"
"33","FMWT","504",38.05945,-121.9767,2016-10-05,2016-10-05 13:26:00,11.5824,"Ebb",NA,78,FALSE,19.2,18.4,9550,2016-10-01,2016,"FMWT 504",10,"Fall",5.3554622722067,NA,"504 2016-10-05"
"34","FMWT","501",38.06167,-122.01955,2016-10-05,2016-10-05 11:56:00,10.9728,"Ebb",1,69,FALSE,18.2,18.1,14336,2016-10-01,2016,"FMWT 501",10,"Fall",8.30097726571195,NA,"501 2016-10-05"
"35","FMWT","411",38.06117,-122.06828,2016-10-05,2016-10-05 10:26:00,13.716,"Ebb",1,80,FALSE,17.8,17.6,20316,2016-10-01,2016,"FMWT 411",10,"Fall",12.1218517974454,NA,"411 2016-10-05"
"36","FMWT","405",38.03353,-122.15815,2016-10-05,2016-10-05 08:04:00,7.62,"Ebb",1,83,FALSE,17.3,17.3,27020,2016-10-01,2016,"FMWT 405",10,"Fall",16.5561555618688,NA,"405 2016-10-05"
"37","FMWT","416",38.0702,-122.09415,2016-10-06,2016-10-06 09:05:00,9.4488,"Flood",1,62,FALSE,17.3,17.8,22177,2016-10-01,2016,"FMWT 416",10,"Fall",13.3379356649533,NA,"416 2016-10-06"
"38","FMWT","602",38.11783,-122.04183,2016-10-06,2016-10-06 13:13:00,1.524,"Flood",1,91,FALSE,18.7,18.3,15227,2016-10-01,2016,"FMWT 602",10,"Fall",8.86120058059453,NA,"602 2016-10-06"
"39","FMWT","606",38.1698,-122.02177,2016-10-06,2016-10-06 11:47:00,7.9248,"Ebb",1,53,FALSE,18.8,18.2,16426,2016-10-01,2016,"FMWT 606",10,"Fall",9.62034221336905,NA,"606 2016-10-06"
"40","FMWT","418",38.09383,-122.06973,2016-10-06,2016-10-06 10:26:00,7.9248,"Ebb",1,58,FALSE,18.1,18.4,17623,2016-10-01,2016,"FMWT 418",10,"Fall",10.3839824654505,NA,"418 2016-10-06"
"41","FMWT","804",38.02308,-121.79868,2016-10-10,2016-10-10 07:46:00,12.192,"Low Slack",1,98,FALSE,18.7,18.5,2503,2016-10-01,2016,"FMWT 804",10,"Fall",1.28744778328878,NA,"804 2016-10-10"
"42","FMWT","519",38.07378,-121.94725,2016-10-10,2016-10-10 09:52:00,2.7432,"Flood",1,65,FALSE,18.2,18.1,13983,2016-10-01,2016,"FMWT 519",10,"Fall",8.07998022790756,NA,"519 2016-10-10"
"43","FMWT","508",38.04813,-121.91492,2016-10-10,2016-10-10 10:57:00,12.8016,"Flood",1,63,FALSE,13.7,18.5,12536,2016-10-01,2016,"FMWT 508",10,"Fall",7.17998356190704,NA,"508 2016-10-10"
"44","FMWT","513",38.0592,-121.86842,2016-10-10,2016-10-10 13:00:00,17.9832,"Flood",1,47,FALSE,18.4,18.4,13998,2016-10-01,2016,"FMWT 513",10,"Fall",8.08935981204001,NA,"513 2016-10-10"
"45","FMWT","608",38.0887,-121.88332,2016-10-10,2016-10-10 14:05:00,7.9248,"Flood",1,46,FALSE,19.1,19.5,10187,2016-10-01,2016,"FMWT 608",10,"Fall",5.74070720841714,NA,"608 2016-10-10"
"46","FMWT","802",38.03528,-121.83875,2016-10-10,2016-10-10 14:38:00,7.62,"Flood",1,76,FALSE,19.1,18.8,9748,2016-10-01,2016,"FMWT 802",10,"Fall",5.47496339088913,NA,"802 2016-10-10"
"47","FMWT","721",38.26815,-121.70277,2016-10-11,2016-10-11 08:58:00,2.7432,"Ebb",1,152,FALSE,17.5,17,169,2016-10-01,2016,"FMWT 721",10,"Fall",0.0792599821306326,NA,"721 2016-10-11"
"48","FMWT","716",38.23787,-121.68438,2016-10-11,2016-10-11 10:00:00,12.192,"Flood",1,67,FALSE,17.3,16.9,158,2016-10-01,2016,"FMWT 716",10,"Fall",0.0739890394320595,NA,"716 2016-10-11"
"49","FMWT","711",38.17595,-121.67028,2016-10-11,2016-10-11 11:12:00,3.9624,"Flood",1,130,FALSE,17.1,16.9,146,2016-10-01,2016,"FMWT 711",10,"Fall",0.068241609232044,NA,"711 2016-10-11"
"50","FMWT","707",38.11397,-121.70797,2016-10-11,2016-10-11 13:10:00,10.668,"Flood",1,59,FALSE,18,17.8,1447,2016-10-01,2016,"FMWT 707",10,"Fall",0.724087863539066,NA,"707 2016-10-11"
"51","FMWT","706",38.0903,-121.74,2016-10-11,2016-10-11 14:03:00,11.5824,"Flood",1,50,FALSE,18.2,17.8,4598,2016-10-01,2016,"FMWT 706",10,"Fall",2.45130124312937,NA,"706 2016-10-11"
"52","FMWT","704",38.07087,-121.77892,2016-10-11,2016-10-11 14:55:00,9.4488,"Flood",1,87,FALSE,18.5,18.3,8266,2016-10-01,2016,"FMWT 704",10,"Fall",4.58614622267612,NA,"704 2016-10-11"
"53","FMWT","809",38.0512,-121.69305,2016-10-12,2016-10-12 08:53:00,11.8872,"Ebb",2,114,FALSE,18.2,17.8,1116,2016-10-01,2016,"FMWT 809",10,"Fall",0.552094544213237,NA,"809 2016-10-12"
"54","FMWT","906",38.05412,-121.51653,2016-10-12,2016-10-12 13:42:00,14.0208,"Flood",2,210,FALSE,18.9,19.1,299,2016-10-01,2016,"FMWT 906",10,"Fall",0.141907452016423,NA,"906 2016-10-12"
"55","FMWT","910",38.00228,-121.45037,2016-10-12,2016-10-12 14:48:00,10.668,"Flood",2,165,FALSE,19.8,19.5,299,2016-10-01,2016,"FMWT 910",10,"Fall",0.141907452016423,NA,"910 2016-10-12"
"56","FMWT","912",37.96883,-121.37172,2016-10-12,2016-10-12 15:59:00,11.8872,"Flood",2,83,FALSE,21.2,20.8,750,2016-10-01,2016,"FMWT 912",10,"Fall",0.365339446948438,NA,"912 2016-10-12"
"57","FMWT","919",38.10572,-121.49525,2016-10-13,2016-10-13 07:39:00,7.3152,"Ebb",1,240,FALSE,17,16.6,139,2016-10-01,2016,"FMWT 919",10,"Fall",0.0648897863171049,NA,"919 2016-10-13"
"58","FMWT","815",38.0913,-121.57587,2016-10-13,2016-10-13 12:11:00,13.4112,"Flood",1,170,FALSE,18.2,18.2,356,2016-10-01,2016,"FMWT 815",10,"Fall",0.169634237122574,NA,"815 2016-10-13"
"59","FMWT","812",38.08792,-121.64883,2016-10-13,2016-10-13 14:12:00,12.192,"Flood",1,120,FALSE,18.6,18.6,877,2016-10-01,2016,"FMWT 812",10,"Fall",0.429680158267339,NA,"812 2016-10-13"
"60","FMWT","719",38.33428,-121.64733,2016-10-17,2016-10-17 09:48:00,10.668,"Ebb",1,56,FALSE,17.9,17.8,313,2016-10-01,2016,"FMWT 719",10,"Fall",0.148702256136035,NA,"719 2016-10-17"
"61","FMWT","723",38.23615,-121.67348,2016-10-17,2016-10-17 08:43:00,11.2776,"Ebb",1,170,FALSE,17,16.8,144,2016-10-01,2016,"FMWT 723",10,"Fall",0.0672838993733861,NA,"723 2016-10-17"
"62","FMWT","796",38.47387,-121.5844,2016-10-17,2016-10-17 11:54:00,10.3632,"Ebb",1,50,FALSE,18.9,18.8,748,2016-10-01,2016,"FMWT 796",10,"Fall",0.364330530326851,NA,"796 2016-10-17"
"63","FMWT","797",38.40462,-121.6156,2016-10-17,2016-10-17 10:26:00,10.9728,"Ebb",1,24,FALSE,17.9,17.9,522,2016-10-01,2016,"FMWT 797",10,"Fall",0.251284498797065,NA,"797 2016-10-17"
"64","FMWT","795",38.5377,-121.58468,2016-10-17,2016-10-17 12:38:00,10.9728,"Ebb",1,85,FALSE,19.2,18.8,901,2016-10-01,2016,"FMWT 795",10,"Fall",0.441897248366154,NA,"795 2016-10-17"
"65","FMWT","608",38.0887,-121.88332,2016-11-04,2016-11-04 13:57:00,7.0104,"Ebb",1,65,FALSE,18,18.2,8605,2016-11-01,2016,"FMWT 608",11,"Fall",4.78828408412899,NA,"608 2016-11-04"
"66","FMWT","513",38.0592,-121.86842,2016-11-04,2016-11-04 13:11:00,14.0208,"Ebb",1,85,FALSE,18.1,17.8,7082,2016-11-01,2016,"FMWT 513",11,"Fall",3.88603914150352,NA,"513 2016-11-04"
"67","FMWT","508",38.04813,-121.91492,2016-11-04,2016-11-04 11:02:00,12.192,"Ebb",1,86,FALSE,17.4,17.2,10544,2016-11-01,2016,"FMWT 508",11,"Fall",5.95759730104056,NA,"508 2016-11-04"
"68","FMWT","519",38.07378,-121.94725,2016-11-04,2016-11-04 09:56:00,3.048,"Ebb",1,77,FALSE,16.9,16.9,14014,2016-11-01,2016,"FMWT 519",11,"Fall",8.09936580536564,NA,"519 2016-11-04"
"69","FMWT","804",38.02308,-121.79868,2016-11-03,2016-11-03 16:36:00,13.1064,"Flood",2,108,FALSE,18.1,17.6,4939,2016-11-01,2016,"FMWT 804",11,"Fall",2.64515992437357,NA,"804 2016-11-03"
"70","FMWT","802",38.03528,-121.83875,2016-11-03,2016-11-03 15:40:00,8.2296,"Flood",2,102,FALSE,18.1,17.6,5370,2016-11-01,2016,"FMWT 802",11,"Fall",2.89170046287729,NA,"802 2016-11-03"
"71","FMWT","602",38.11783,-122.04183,2016-11-03,2016-11-03 14:08:00,2.1336,"Flood",1,80,FALSE,17.5,17.1,18383,2016-11-01,2016,"FMWT 602",11,"Fall",10.8717099885587,NA,"602 2016-11-03"
"72","FMWT","606",38.1698,-122.02177,2016-11-03,2016-11-03 12:37:00,7.9248,"Low Slack",1,58,FALSE,17.7,17.3,10845,2016-11-01,2016,"FMWT 606",11,"Fall",6.14099879044309,NA,"606 2016-11-03"
"73","FMWT","418",38.09383,-122.06973,2016-11-03,2016-11-03 11:32:00,10.3632,"Ebb",1,71,FALSE,17.4,17.2,17007,2016-11-01,2016,"FMWT 418",11,"Fall",9.99029456608342,NA,"418 2016-11-03"
"74","FMWT","416",38.0702,-122.09415,2016-11-03,2016-11-03 10:39:00,9.144,"Ebb",1,83,FALSE,16.9,17,19375,2016-11-01,2016,"FMWT 416",11,"Fall",11.5115744934393,NA,"416 2016-11-03"
"75","FMWT","405",38.03353,-122.15815,2016-11-02,2016-11-02 08:22:00,6.4008,"Ebb",1,56,FALSE,16.5,16.5,26043,2016-11-01,2016,"FMWT 405",11,"Fall",15.9009575213866,NA,"405 2016-11-02"
"76","FMWT","411",38.06117,-122.06828,2016-11-02,2016-11-02 10:34:00,18.288,"Ebb",1,77,FALSE,17,17,19955,2016-11-01,2016,"FMWT 411",11,"Fall",11.8873534468817,NA,"411 2016-11-02"
"77","FMWT","501",38.06167,-122.01955,2016-11-02,2016-11-02 12:01:00,11.8872,"Ebb",1,80,FALSE,17.2,17.1,16590,2016-11-01,2016,"FMWT 501",11,"Fall",9.72463326915554,NA,"501 2016-11-02"
"78","FMWT","504",38.05945,-121.9767,2016-11-02,2016-11-02 14:05:00,13.1064,"Flood",1,71,FALSE,17.8,17.2,14730,2016-11-01,2016,"FMWT 504",11,"Fall",8.54828694104379,NA,"504 2016-11-02"
"79","FMWT","721",38.26815,-121.70277,2016-11-07,2016-11-07 15:01:00,2.7432,"Ebb",1,167,FALSE,17.8,17.8,398,2016-11-01,2016,"FMWT 721",11,"Fall",0.190168935587192,NA,"721 2016-11-07"
"80","FMWT","716",38.23787,-121.68438,2016-11-07,2016-11-07 14:08:00,12.192,"Ebb",1,170,FALSE,16.8,16.6,324,2016-11-01,2016,"FMWT 716",11,"Fall",0.15404802390491,NA,"716 2016-11-07"
"81","FMWT","711",38.17595,-121.67028,2016-11-07,2016-11-07 12:42:00,12.192,"Ebb",1,148,FALSE,16.3,16,235,2016-11-01,2016,"FMWT 711",11,"Fall",0.110970579964819,NA,"711 2016-11-07"
"82","FMWT","707",38.11397,-121.70797,2016-11-07,2016-11-07 11:16:00,10.3632,"Ebb",1,69,FALSE,16.6,16.7,771,2016-11-01,2016,"FMWT 707",11,"Fall",0.375941409327348,NA,"707 2016-11-07"
"83","FMWT","706",38.0903,-121.74,2016-11-07,2016-11-07 10:21:00,10.3632,"Flood",1,63,FALSE,16.9,17.1,1734,2016-11-01,2016,"FMWT 706",11,"Fall",0.875186426778354,NA,"706 2016-11-07"
"84","FMWT","704",38.07087,-121.77892,2016-11-07,2016-11-07 09:05:00,10.9728,"Flood",1,57,FALSE,16.8,16.9,3777,2016-11-01,2016,"FMWT 704",11,"Fall",1.9891278762988,NA,"704 2016-11-07"
"85","FMWT","910",38.00228,-121.45037,2016-11-08,2016-11-08 15:46:00,11.5824,"Ebb",2,159,FALSE,18.2,17.8,441,2016-11-01,2016,"FMWT 910",11,"Fall",0.211281558856012,NA,"910 2016-11-08"
"86","FMWT","912",37.96883,-121.37172,2016-11-08,2016-11-08 14:54:00,11.5824,"High Slack",2,180,FALSE,18,18,442,2016-11-01,2016,"FMWT 912",11,"Fall",0.211773595496159,NA,"912 2016-11-08"
"87","FMWT","906",38.05412,-121.51653,2016-11-08,2016-11-08 13:11:00,13.1064,"Flood",2,193,FALSE,17.5,17.5,385,2016-11-01,2016,"FMWT 906",11,"Fall",0.183803639870438,NA,"906 2016-11-08"
"88","FMWT","809",38.0512,-121.69305,2016-11-08,2016-11-08 09:10:00,12.192,"Flood",2,120,FALSE,17.3,17.3,1641,2016-11-01,2016,"FMWT 809",11,"Fall",0.8260405441023,NA,"809 2016-11-08"
"89","FMWT","812",38.08792,-121.64883,2016-11-10,2016-11-10 09:01:00,12.192,"Flood",1,180,FALSE,16.9,16.8,733,2016-11-01,2016,"FMWT 812",11,"Fall",0.356768107025931,NA,"812 2016-11-10"
"90","FMWT","919",38.10572,-121.49525,2016-11-09,2016-11-09 08:27:00,7.0104,"Ebb",1,188,FALSE,16,15.5,633,2016-11-01,2016,"FMWT 919",11,"Fall",0.306559999641634,NA,"919 2016-11-09"
"91","FMWT","815",38.0913,-121.57587,2016-11-09,2016-11-09 14:06:00,7.62,"Flood",1,120,FALSE,17.6,18.1,865,2016-11-01,2016,"FMWT 815",11,"Fall",0.423578339545135,NA,"815 2016-11-09"
"92","FMWT","723",38.23615,-121.67348,2016-11-14,2016-11-14 13:11:00,9.7536,"Flood",1,170,FALSE,16.7,16.9,269,2016-11-01,2016,"FMWT 723",11,"Fall",0.127380568985821,NA,"723 2016-11-14"
"93","FMWT","796",38.47387,-121.5844,2016-11-14,2016-11-14 10:48:00,10.0584,"Ebb",1,55,FALSE,17.6,17.2,827,2016-11-01,2016,"FMWT 796",11,"Fall",0.404286080217062,NA,"796 2016-11-14"
"94","FMWT","795",38.5377,-121.58468,2016-11-14,2016-11-14 11:59:00,10.9728,"Ebb",1,100,FALSE,18.3,17.8,968,2016-11-01,2016,"FMWT 795",11,"Fall",0.476095768868679,NA,"795 2016-11-14"
"95","FMWT","797",38.40462,-121.6156,2016-11-14,2016-11-14 09:59:00,9.144,"Ebb",1,28,FALSE,17.2,17.1,609,2016-11-01,2016,"FMWT 797",11,"Fall",0.294566283524177,NA,"797 2016-11-14"
"96","FMWT","719",38.33428,-121.64733,2016-11-14,2016-11-14 08:55:00,10.0584,"Ebb",1,45,FALSE,16.8,16.6,456,2016-11-01,2016,"FMWT 719",11,"Fall",0.218667008260023,NA,"719 2016-11-14"
"97","FMWT","405",38.03353,-122.15815,2016-11-30,2016-11-30 12:29:00,9.4488,"Flood",1,95,FALSE,13.7,13.6,25438,2016-11-01,2016,"FMWT 405",11,"Fall",15.4967118583398,NA,"405 2016-11-30"
"98","FMWT","418",38.09383,-122.06973,2016-12-01,2016-12-01 12:35:00,10.668,"Flood",1,46,FALSE,13.4,13.4,16334,2016-12-01,2016,"FMWT 418",12,"Winter",9.56188474644318,NA,"418 2016-12-01"
"99","FMWT","504",38.05945,-121.9767,2016-12-01,2016-12-01 11:14:00,12.4968,"Flood",1,71,FALSE,13.4,13.3,9577,2016-12-01,2016,"FMWT 504",12,"Winter",5.37174465971147,NA,"504 2016-12-01"
"100","FMWT","501",38.06167,-122.01955,2016-12-01,2016-12-01 09:49:00,11.8872,"Ebb",1,67,FALSE,12.9,12.9,13656,2016-12-01,2016,"FMWT 501",12,"Winter",7.87575551972271,NA,"501 2016-12-01"
"101","FMWT","411",38.06117,-122.06828,2016-12-01,2016-12-01 08:27:00,14.3256,"Ebb",1,56,FALSE,12.3,12.7,17650,2016-12-01,2016,"FMWT 411",12,"Winter",10.4012718937136,NA,"411 2016-12-01"
"102","FMWT","416",38.0702,-122.09415,2016-12-01,2016-12-01 13:35:00,10.668,"Flood",1,70,FALSE,13.4,13.4,22047,2016-12-01,2016,"FMWT 416",12,"Winter",13.2526007619513,NA,"416 2016-12-01"
"103","FMWT","804",38.02308,-121.79868,2016-12-02,2016-12-02 12:29:00,12.192,"Ebb",1,45,FALSE,12.1,12.3,2345,2016-12-01,2016,"FMWT 804",12,"Winter",1.20195543470502,NA,"804 2016-12-02"
"104","FMWT","602",38.11783,-122.04183,2016-12-02,2016-12-02 09:37:00,1.524,"Ebb",1,29,FALSE,11.9,12,14867,2016-12-01,2016,"FMWT 602",12,"Winter",8.63443760598744,NA,"602 2016-12-02"
"105","FMWT","606",38.1698,-122.02177,2016-12-02,2016-12-02 07:46:00,7.9248,"Ebb",1,34,FALSE,11.8,11.8,6755,2016-12-01,2016,"FMWT 606",12,"Winter",3.69438791286059,NA,"606 2016-12-02"
"106","FMWT","802",38.03528,-121.83875,2016-12-02,2016-12-02 11:16:00,8.5344,"Ebb",1,31,FALSE,12.1,12.2,3185,2016-12-01,2016,"FMWT 802",12,"Winter",1.66052635913551,NA,"802 2016-12-02"
"107","FMWT","519",38.07378,-121.94725,2016-12-05,2016-12-05 09:47:00,2.4384,"Ebb",1,38,FALSE,11.9,11.9,11572,2016-12-01,2016,"FMWT 519",12,"Winter",6.58592005518153,NA,"519 2016-12-05"
"108","FMWT","508",38.04813,-121.91492,2016-12-05,2016-12-05 10:54:00,12.8016,"Ebb",1,64,FALSE,12.1,12.2,10181,2016-12-01,2016,"FMWT 508",12,"Winter",5.73706794768989,NA,"508 2016-12-05"
"109","FMWT","513",38.0592,-121.86842,2016-12-05,2016-12-05 13:01:00,14.3256,"Ebb",1,69,FALSE,12,12,5664,2016-12-01,2016,"FMWT 513",12,"Winter",3.06079932220954,NA,"513 2016-12-05"
"110","FMWT","608",38.0887,-121.88332,2016-12-05,2016-12-05 14:16:00,7.3152,"Ebb",1,40,FALSE,11.9,11.9,6556,2016-12-01,2016,"FMWT 608",12,"Winter",3.57813820987042,NA,"608 2016-12-05"
"111","FMWT","704",38.07087,-121.77892,2016-12-06,2016-12-06 08:23:00,10.668,"Flood",1,38,FALSE,10.8,10.5,2994,2016-12-01,2016,"FMWT 704",12,"Winter",1.55541526960371,NA,"704 2016-12-06"
"112","FMWT","706",38.0903,-121.74,2016-12-06,2016-12-06 09:24:00,10.3632,"Flood",1,42,FALSE,10.4,10.4,931,2016-12-01,2016,"FMWT 706",12,"Winter",0.457193410442616,NA,"706 2016-12-06"
"113","FMWT","707",38.11397,-121.70797,2016-12-06,2016-12-06 10:05:00,9.7536,"Flood",1,60,FALSE,10.1,10,283,2016-12-01,2016,"FMWT 707",12,"Winter",0.134154139445465,NA,"707 2016-12-06"
"114","FMWT","711",38.17595,-121.67028,2016-12-06,2016-12-06 11:56:00,12.192,"Ebb",1,104,FALSE,10.1,10,194,2016-12-01,2016,"FMWT 711",12,"Winter",0.0912521111894609,NA,"711 2016-12-06"
"115","FMWT","716",38.23787,-121.68438,2016-12-06,2016-12-06 13:26:00,9.7536,"Ebb",1,100,FALSE,10.3,10.4,198,2016-12-01,2016,"FMWT 716",12,"Winter",0.093172830551995,NA,"716 2016-12-06"
"116","FMWT","721",38.26815,-121.70277,2016-12-06,2016-12-06 14:15:00,3.6576,"Ebb",1,113,FALSE,10.5,10.3,250,2016-12-01,2016,"FMWT 721",12,"Winter",0.118203404141252,NA,"721 2016-12-06"
"117","FMWT","912",37.96883,-121.37172,2016-12-07,2016-12-07 15:04:00,12.192,"Ebb",1,123,FALSE,11.8,11.5,344,2016-12-01,2016,"FMWT 912",12,"Winter",0.163783341734448,NA,"912 2016-12-07"
"118","FMWT","910",38.00228,-121.45037,2016-12-07,2016-12-07 13:59:00,12.4968,"Ebb",1,142,FALSE,10.7,10.3,323,2016-12-01,2016,"FMWT 910",12,"Winter",0.153561790777241,NA,"910 2016-12-07"
