"(Intercept)","CVPSWPs","OUTms","Outs","SACms","SACs","SJRms","SJRs","Temp","X2s","df","logLik","BIC","delta","weight"
5.65147008405984,NA,NA,NA,NA,NA,NA,NA,1.64472307798326,2.10281684245458,7,-855.575642172966,1752.80578221405,65.6628608382234,4.92272133779073e-15
5.51276813714165,-1.06534156382831,NA,NA,-1.57585791990042,NA,NA,NA,NA,NA,7,-857.358255155796,1756.37100817971,69.2280868038833,8.27992247302727e-16
5.59524641469999,-1.10494025476161,-1.45392544655626,NA,NA,NA,NA,NA,NA,NA,7,-857.574056845734,1756.80261155958,69.659690183759,6.67274897535714e-16
5.41843533892687,-1.13857140685512,NA,NA,NA,NA,-1.40154467198116,NA,NA,NA,7,-858.286718718192,1758.2279353045,71.0850139286742,3.27189733952317e-16
5.20816949281022,-1.18985688532317,NA,NA,NA,NA,NA,NA,NA,NA,6,-861.336954342169,1758.37776399986,71.2348426240414,3.03574145183041e-16
5.63342910729397,-1.14600694585984,-1.62848331071865,0.441964242117133,NA,NA,NA,NA,NA,NA,8,-855.536926607867,1758.67899363644,71.5360722606124,2.61128092505813e-16
5.43147382304543,-1.17673207885817,NA,0.427748810750563,NA,NA,-1.55760209173996,NA,NA,NA,8,-856.387791592639,1760.38072360598,73.2378022301564,1.11513546639386e-16
5.19349862312964,-1.21807851926827,NA,0.418844888701,NA,NA,NA,NA,NA,NA,7,-859.531690394296,1760.71787865671,73.5749572808829,9.42139775943752e-17
6.117476953936,NA,NA,NA,-2.01209643901184,NA,NA,NA,1.74671578439382,NA,7,-860.598603485254,1762.85170483862,75.7087834627994,3.24161080639788e-17
6.18983895719745,NA,-1.83581691983119,NA,NA,NA,NA,NA,1.74471881992912,NA,7,-862.377353291434,1766.40920445098,79.2662830751599,5.47343097948917e-18
6.02816979031777,NA,NA,NA,-2.08227843034699,0.148202082263668,NA,NA,1.62411032108571,NA,8,-860.625004007647,1768.855148436,81.7122270601733,1.61112656326356e-18
5.94450776826417,NA,NA,NA,NA,NA,-1.7631881008158,NA,1.73973270004856,NA,7,-864.103438126277,1769.86137412067,82.7184527448449,9.74160524568836e-19
6.23304955083625,NA,-1.74858805805792,NA,NA,-0.275333616471173,NA,NA,1.79976495476234,NA,8,-861.920206700321,1771.44555382134,84.3026324455207,4.41194688850749e-19
6.15792240009183,NA,-1.88905505572872,0.11215992904524,NA,NA,NA,NA,1.70055529867703,NA,8,-862.294028254837,1772.19319693038,85.0502755545526,3.0358592825557e-19
5.63461806240343,NA,NA,NA,NA,NA,NA,NA,1.71712833958305,NA,6,-868.356612147646,1772.41707961082,85.2741582349954,2.71435177675245e-19
5.05466916647896,NA,NA,NA,NA,NA,NA,NA,NA,2.18803474121793,6,-869.128386659988,1773.9606286355,86.8177072596791,1.25455214996183e-19
6.00877084048369,NA,NA,NA,NA,-0.308124665497528,-1.67877096186695,NA,1.80592388335063,NA,8,-863.544342287316,1774.69382499533,87.5509036195119,8.69515148167956e-20
5.90058956675288,NA,NA,0.11234069555266,NA,NA,-1.81187661793933,NA,1.68602654320894,NA,8,-864.022594025322,1775.65032847135,88.5074070955238,5.38982992892692e-20
5.38749326391283,NA,NA,NA,-2.10105171433462,NA,NA,NA,NA,NA,6,-870.135577135503,1775.97500958653,88.8320882107093,4.58217269757098e-20
5.40197292871746,NA,NA,NA,-2.33569672229747,0.611301719366045,NA,NA,NA,NA,7,-867.889450554912,1777.43339897794,90.2904776021146,2.20996919839107e-20
5.74124244957486,NA,NA,NA,NA,-0.308764747506132,NA,NA,1.80877427917668,NA,7,-867.931989894575,1777.51847765726,90.3755562814408,2.11793008853791e-20
5.55052613853793,NA,NA,0.156087328841442,NA,NA,NA,NA,1.60149979829528,NA,7,-868.19237289656,1778.03924366123,90.896322285412,1.63240801813133e-20
5.46790463745525,NA,-1.89605902781583,NA,NA,NA,NA,NA,NA,NA,6,-872.19267733806,1780.08920999165,92.9462886158228,5.85712087265536e-21
5.47688238998443,NA,-2.05878069296001,NA,NA,0.53058052674131,NA,NA,NA,NA,7,-870.636482796633,1782.92746346138,95.7845420855574,1.41698507710891e-21
5.21903792196203,NA,NA,NA,NA,NA,-1.8163244678955,NA,NA,NA,6,-873.700787849876,1783.10543101528,95.9625096394548,1.29634355609159e-21
5.49066822777503,NA,-2.03810481876209,0.327647365202197,NA,NA,NA,NA,NA,NA,7,-871.172951139055,1784.00040014622,96.857478770401,8.28666983617931e-22
4.92274845250403,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-877.468113644295,1784.68944005153,97.5465186757065,5.87160621300247e-22
5.20374424133287,NA,NA,NA,NA,0.530562289261531,-1.95855786660759,NA,NA,NA,7,-872.183290917173,1786.02107970246,98.8781583266366,3.01713710043156e-22
5.22213945448793,NA,NA,0.32153863671159,NA,NA,-1.944669831483,NA,NA,NA,7,-872.725315843034,1787.10512955418,99.9622081783591,1.75467468650105e-22
4.88297448872515,NA,NA,NA,NA,0.562886810495197,NA,NA,NA,NA,6,-875.770083880149,1787.24402307582,100.101101700002,1.63695320982033e-22
4.90561352501506,NA,NA,0.327926510051317,NA,NA,NA,NA,NA,NA,6,-876.452902641786,1788.6096605991,101.466739223275,8.26973980855146e-23
